Instance;cuPDLP
2club200v15p5scn;2,7258100509643555
academictimetablebig;7,0230629444122314
academictimetablesmall;4,798852920532227
adult-max5features;243,24387121200562
adult-regularized;83,51638793945312
allcolor58;1,965076208114624
atlanta-ip;719,60009598732
bab5;165,35925221443176
blp-ar98;361,09472608566284
blp-ic97;324,11117720603943
blp-ic98;315,5242040157318
bppc6-02;150,31100797653198
bppc6-06;86,828458070755
brazil3;91,81465291976929
cdc7-4-3-2;0,0997169017791748
chromaticindex1024-7;0,4686739444732666
chromaticindex512-7;0,44223880767822266
circ10-3;1,0596678256988525
cmflsp40-24-10-7;218,75021815299988
cmflsp40-36-2-10;406,01894998550415
cmflsp50-24-8-8;137,68995094299316
cryptanalysiskb128n5obj16;5,50874400138855
datt256;4,140427827835083
dc1l;647,4271259307861
ds;372,77768898010254
dws008-03;0,6213850975036621
dws012-01;1,137017011642456
dws012-02;0,43012189865112305
dws012-03;0,9504208564758301
eilC76-2;97,38135099411011
eva1aprime6x6opt;139,16897916793823
ex10;1,2931230068206787
ex1010-pi;413,0180358886719
ex9;1,2837910652160645
fast0507;634,265823841095
fhnw-binschedule2;236,90651488304138
fhnw-schedule-paira200;0,3275728225708008
fhnw-schedule-paira400;0,5399169921875
fhnw-schedule-pairb200;0,752363920211792
fhnw-schedule-pairb400;1,2821259498596191
fiball;11,44255781173706
genus-sym-g62-2;0,37198805809020996
ger50-17-trans-dfn-3t;255,2368438243866
gfd-schedulen180f7d50m30k18;629,7774958610535
graph20-80-1rand;0,926145076751709
graph40-20-1rand;0,9288430213928223
graph40-40-1rand;1,1590840816497803
graph40-80-1rand;2,9127159118652344
graphdraw-opmanager;1,1604180335998535
highschool1-aigio;4,227735996246338
hypothyroid-k1;204,91830706596375
iis-hc-cov;24,74461317062378
in;23,5739529132843
ivu06;600,00177693367
ivu52;600,0009059906006
k1mushroom;7,072378873825073
kosova1;6,610832929611206
map16715-04;639,5343718528748
mushroom-best;49,61598205566406
n2seq36q;4,124611139297485
n3div36;4,701137065887451
n3seq24;11,170593023300171
neos-1122047;73,96522092819214
neos-1171448;0,9787068367004395
neos-1354092;134,7611448764801
neos-1367061;12,479291915893555
neos-1593097;5,495017051696777
neos-2629914-sudost;1,4009921550750732
neos-2746589-doon;649,0196459293365
neos-2978205-isar;2,497199058532715
neos-2991472-kalu;0,42572999000549316
neos-3025225-shelon;642,9978790283203
neos-3209462-rhin;6,5719380378723145
neos-3237086-abava;0,2212390899658203
neos-3322547-alsek;123,23200798034668
neos-3354841-apure;358,8002939224243
neos-3372571-onahau;275,4787299633026
neos-3402294-bobin;7,417466163635254
neos-3740487-motru;9,141309022903442
neos-3755335-nizao;1,2018330097198486
neos-3759587-noosa;0,5276520252227783
neos-4292145-piako;565,8303258419037
neos-4295773-pissa;4,983788967132568
neos-4300652-rahue;3,132503032684326
neos-4321076-ruwer;98,55063700675964
neos-4322846-ryton;3,67268705368042
neos-4355351-swalm;4,954410076141357
neos-4359986-taipa;5,0692291259765625
neos-4360552-sangro;1,9859380722045898
neos-4408804-prosna;196,68768000602722
neos-4409277-trave;1,8106210231781006
neos-4555749-wards;490,24518394470215
neos-4562542-watut;600,0037579536438
neos-4647027-thurso;105,39452815055847
neos-4647030-tutaki;111,25078320503235
neos-4647032-veleka;104,54098796844482
neos-4724674-aorere;409,6256160736084
neos-4954274-beardy;158,5893440246582
neos-4972437-bojana;296,99322986602783
neos-4972461-bolong;589,5246119499207
