Instance;cuPDLP; a-indep,
neos-4724674-aorere;501,2379448413849;501,2379448413849
neos-4760493-puerua;600,2910571098328;600,2910571098328
neos-4763324-toguru;600,0008108615875;600,0008108615875
neos-4797081-pakoka;600,0026390552521;600,0026390552521
neos-4805882-barwon;600,0034320354462;600,0034320354462
neos-4954274-beardy;114,70562195777893;114,70562195777893
neos-4966258-blicks;51,61505103111267;51,61505103111267
neos-4972437-bojana;114,86144089698792;114,86144089698792
neos-4972461-bolong;159,2557110786438;159,2557110786438
neos-4976951-bunnoo;359,1315360069275;359,1315360069275
neos-498623;81,48580479621887;81,48580479621887
neos-5013590-toitoi;600,0041701793671;600,0041701793671
neos-5041822-cockle;600,0045561790466;600,0045561790466
neos-5049753-cuanza;2,934952974319458;2,934952974319458
neos-5052403-cygnet;308,73994183540344;308,73994183540344
neos-5076235-embley;12,226747989654541;12,226747989654541
neos-5079731-flyers;10,292080879211426;10,292080879211426
neos-5083528-gimone;1,1698338985443115;1,1698338985443115
neos-5093327-huahum;18,205184936523438;18,205184936523438
neos-5100895-inster;14,492363214492798;14,492363214492798
neos-5102383-irwell;13,356060028076172;13,356060028076172
neos-5104907-jarama;522,5550699234009;522,5550699234009
neos-5106984-jizera;6,723151922225952;6,723151922225952
neos-5108386-kalang;266,51686000823975;266,51686000823975
neos-5114902-kasavu;5,255681991577148;5,255681991577148
neos-5116085-kenana;5,432049036026001;5,432049036026001
neos-5118834-korana;265,927757024765;265,927757024765
neos-5118851-kowhai;5,0871360301971436;5,0871360301971436
neos-5123665-limmat;600,0006840229034;600,0006840229034
neos-5129192-manaia;180,33240795135498;180,33240795135498
neos-5138690-middle;530,2607281208038;530,2607281208038
neos-5149806-wieprz;1,1918668746948242;1,1918668746948242
neos-5188808-nattai;2,7135660648345947;2,7135660648345947
neos-5193246-nerang;2,0722122192382812;2,0722122192382812
neos-5195221-niemur;1,8124990463256836;1,8124990463256836
neos-5196530-nuhaka;1,9833049774169922;1,9833049774169922
neos-5221106-oparau;1,0384001731872559;1,0384001731872559
neos-5223573-tarwin;25,39721393585205;25,39721393585205
neos-5251015-ogosta;24,18772602081299;24,18772602081299
neos-525149;2,2068710327148438;2,2068710327148438
neos-5266653-tugela;27,49187397956848;27,49187397956848
neos-5273874-yomtsa;26,791998863220215;26,791998863220215
neos-578379;5,485352039337158;5,485352039337158
neos-631710;600,0035719871521;600,0035719871521
neos-662469;67,00453400611877;67,00453400611877
neos-738098;8,96095085144043;8,96095085144043
neos-780889;14,66938304901123;14,66938304901123
neos-787933;5,756376028060913;5,756376028060913
neos-824661;600,0002048015594;600,0002048015594
neos-826224;144,39668083190918;144,39668083190918
neos-827175;457,88333106040955;457,88333106040955
neos-848589;15,173067808151245;15,173067808151245
neos-860300;153,36179399490356;153,36179399490356
neos-872648;241,91369915008545;241,91369915008545
neos-873061;211,47857904434204;211,47857904434204
neos-876808;224,4879469871521;224,4879469871521
neos-885086;1,9590661525726318;1,9590661525726318
neos-885524;0,30128002166748047;0,30128002166748047
neos-913984;0,40085911750793457;0,40085911750793457
neos-932721;2,4846079349517822;2,4846079349517822
neos-933638;3,3702480792999268;3,3702480792999268
neos-933966;2,1203629970550537;2,1203629970550537
neos-941313;55,88282108306885;55,88282108306885
neos-948346;7,184736967086792;7,184736967086792
neos-950242;3,5043108463287354;3,5043108463287354
neos-953928;10,962887048721313;10,962887048721313
neos-954925;2,2795069217681885;2,2795069217681885
neos-956971;1,9944300651550293;1,9944300651550293
neos-957143;4,423043966293335;4,423043966293335
neos-957323;40,848654985427856;40,848654985427856
neos-960392;25,447890043258667;25,447890043258667
neos6;24,75738286972046;24,75738286972046
neos8;107,08373808860779;107,08373808860779
neos9;3,795016050338745;3,795016050338745
netdiversion;95,84223413467407;95,84223413467407
ns1111636;3,9028470516204834;3,9028470516204834
ns1116954;4,213503837585449;4,213503837585449
ns1430538;253,6377818584442;253,6377818584442
ns1456591;133,8153829574585;133,8153829574585
ns1631475;600,0023620128632;600,0023620128632
ns1644855;152,0227861404419;152,0227861404419
ns1690781;600,0030751228333;600,0030751228333
ns1760995;600,0030999183655;600,0030999183655
ns1828997;0,9276020526885986;0,9276020526885986
ns1830653;18,105472803115845;18,105472803115845
ns1849932;65,29350209236145;65,29350209236145
ns1856153;0,4831390380859375;0,4831390380859375
ns1904248;0,26288700103759766;0,26288700103759766
ns1905797;36,29383301734924;36,29383301734924
ns1952667;10,413793087005615;10,413793087005615
ns2122698;78,19885802268982;78,19885802268982
ns2124243;24,86138081550598;24,86138081550598
ns930473;12,63157606124878;12,63157606124878
nsrand-ipx;18,767342805862427;18,767342805862427
nucorsav;46,326600790023804;46,326600790023804
nursesched-medium-hint03;29,684367895126343;29,684367895126343
nursesched-medium04;6,670357942581177;6,670357942581177
nursesched-sprint-hidden09;31,75451111793518;31,75451111793518
nursesched-sprint-late03;36,727617025375366;36,727617025375366
nursesched-sprint02;6,471797943115234;6,471797943115234
nw04;85,09731221199036;85,09731221199036
opm2-z10-s4;316,6482310295105;316,6482310295105
opm2-z12-s8;600,0031690597534;600,0031690597534
opm2-z8-s0;291,8901631832123;291,8901631832123
