Instance;iters;time;rel_primal_res;rel_dual_res;rel_opt_gap;termination
neos-3237086-abava;80;0,2278280258178711;2,948734073227834e-10;0,0;4,5692488687763326e-07;OPTIMAL
neos-3755335-nizao;432;2,78853702545166;1,7318193521659834e-07;0,0;8,023511502554016e-07;OPTIMAL
neos-3759587-noosa;268;1,923879861831665;8,00029966823509e-07;0,0;8,146292700352298e-07;OPTIMAL
neos-4408804-prosna;20876;72,86092185974121;9,660634216725263e-07;2,7062722891161163e-08;9,963998709444304e-07;OPTIMAL
neos-4562542-watut;78173;294,45305585861206;9,903967739421597e-07;2,0229512265177588e-12;3,353776165488298e-07;OPTIMAL
neos-4647027-thurso;27064;210,3809850215912;9,480402048681847e-07;2,5599271064654994e-10;3,7006603028291893e-07;OPTIMAL
neos-4647032-veleka;24308;167,4981939792633;8,13330799089626e-08;2,8298225460277537e-08;9,90492418607523e-07;OPTIMAL
neos-4724674-aorere;83593;470,4458200931549;1,7443411553218332e-08;3,130135263486255e-09;9,990049290218118e-07;OPTIMAL
neos-4976951-bunnoo;32774;149,7109410762787;6,092950440901719e-08;5,744059221846042e-07;8,89859678170468e-07;OPTIMAL
neos-5052403-cygnet;41370;316,67507100105286;9,997973974273933e-07;0,0;1,3727868700057013e-07;OPTIMAL
neos-5083528-gimone;154;1,0421669483184814;7,494955669466806e-08;2,2541865624568568e-10;6,97590751082574e-07;OPTIMAL
neos-5104907-jarama;135784;600,3607680797577;2,0979272014313157e-07;0,0001983145704254323;1,4447610908798383e-06;TIME_LIMIT
neos-5129192-manaia;33353;171,2013590335846;5,333530304276544e-09;0,0;1,5561314545172e-07;OPTIMAL
neos-5149806-wieprz;242;0,9090549945831299;5,1900386491668815e-09;0,0;2,640672159259531e-07;OPTIMAL
neos-5193246-nerang;513;2,572957992553711;1,3785167822059444e-07;0,0;9,562983492086324e-07;OPTIMAL
neos-5195221-niemur;465;2,202486991882324;3,052565637299646e-08;0,0;9,78819209429396e-07;OPTIMAL
neos-5196530-nuhaka;624;2,921088218688965;8,9230289058915e-09;0,0;9,979564357096333e-07;OPTIMAL
neos-5221106-oparau;209;0,5796630382537842;3,2661141215731883e-10;5,931151492250368e-18;5,111234376041213e-07;OPTIMAL
neos-872648;38090;227,7764449119568;9,987603405289664e-07;0,0;3,241055726859957e-07;OPTIMAL
neos-873061;37299;222,66303396224976;9,972511127527083e-07;0,0;7,872212956392247e-07;OPTIMAL
neos-885086;286;3,9238388538360596;8,630654444987894e-09;8,780269016187928e-07;1,0340133620138366e-07;OPTIMAL
neos-885524;64;0,175980806350708;2,20655557945184e-09;0,0;2,3455504299770065e-07;OPTIMAL
neos-913984;84;0,2414989471435547;1,017129923004031e-10;0,0;5,6878033356180764e-08;OPTIMAL
neos-956971;510;5,33452296257019;3,2071913477246293e-07;0,0;9,956391464831064e-09;OPTIMAL
ns1430538;34487;269,07033705711365;4,906535000304751e-07;7,283469430282691e-10;9,995690705131319e-07;OPTIMAL
ns1828997;158;2,940592050552368;1,94865435047357e-07;0,0;5,715200696540015e-07;OPTIMAL
ns1856153;133;6,018218040466309;4,716103187849665e-11;2,4964291776924294e-10;6,333928180439027e-08;OPTIMAL
ns1904248;57;0,15798687934875488;1,5616141566554892e-08;5,0528357464038e-10;1,283742554549541e-07;OPTIMAL
opm2-z10-s4;47792;316,71935200691223;9,993122599104298e-07;0,0;7,922042669989655e-08;OPTIMAL
pb-grow22;80291;600,0013220310211;2,5418888023445227e-05;0,0;6,285708462173142e-09;TIME_LIMIT
piperout-d27;47674;371,718309879303;9,845096811916901e-10;0,0;9,964723290440068e-07;OPTIMAL
rail507;25594;120,67584896087646;3,9020840483272384e-09;0,0;9,997558712780122e-07;OPTIMAL
s55;71169;526,2791521549225;8,668583909599459e-09;0,0;3,5570663678962023e-07;OPTIMAL
satellites2-25;23038;73,86916303634644;1,4432637574434952e-12;1,1326838257203046e-13;9,958526828839692e-07;OPTIMAL
scpl4;29255;97,54946804046631;1,01001919106114e-07;0,0;8,824825381754239e-07;OPTIMAL
sct5;27076;205,2467429637909;1,0090384635774104e-07;3,203065034453263e-10;2,218070457525758e-07;OPTIMAL
sorrell3;39;0,1092221736907959;7,201824743230389e-07;0,0;7,21429165624793e-08;OPTIMAL
sorrell4;46;0,14075207710266113;6,913674590602881e-07;0,0;2,6092035803204466e-08;OPTIMAL
sorrell7;41;0,11339807510375977;1,795126747250464e-08;0,0;1,649548518092315e-09;OPTIMAL
sp97ic;32214;247,07199597358704;9,916835195190842e-07;0,0;3,5674565561667723e-07;OPTIMAL
square31;56731;188,3296501636505;2,635630883540685e-07;1,3953342556836937e-07;9,979009130910017e-07;OPTIMAL
supportcase10;47326;313,77159214019775;1,2073003746675674e-07;0,0;9,992162123180167e-07;OPTIMAL
supportcase43;241;1,7706620693206787;2,7436475781148782e-09;0,0;5,782714178626356e-07;OPTIMAL
t1717;23735;163,1608030796051;6,903578189110249e-07;0,0;9,997244498183098e-07;OPTIMAL
tpl-tub-ss16;46938;276,92648792266846;1,9669478698184202e-07;0,0;9,570836612530107e-07;OPTIMAL
uccase7;95181;295,97470593452454;4,3354491450464026e-08;3,109600166415245e-08;9,822243864434195e-07;OPTIMAL
uccase9;9695;79,11727404594421;3,2374343639812844e-07;5,401840008131482e-07;9,98383051003039e-07;OPTIMAL
van;34409;265,63292503356934;1,0184495672827595e-09;0,0;9,631753515156465e-07;OPTIMAL
