Instance;cuPDLP; a-indep,
ex1010-pi;67,39909195899963;67,39909195899963
ex9;1,6695609092712402;1,6695609092712402
fast0507;402,5196168422699;402,5196168422699
fastxgemm-n3r21s3t6;2,7903249263763428;2,7903249263763428
fastxgemm-n3r22s4t6;3,71171498298645;3,71171498298645
fastxgemm-n3r23s5t6;2,58770489692688;2,58770489692688
fhnw-binschedule0;600,0014510154724;600,0014510154724
fhnw-binschedule1;600,0037748813629;600,0037748813629
fhnw-binschedule2;463,8321189880371;463,8321189880371
fhnw-schedule-paira200;0,581122875213623;0,581122875213623
fhnw-schedule-paira400;0,8704159259796143;0,8704159259796143
fhnw-schedule-pairb200;1,2084569931030273;1,2084569931030273
fhnw-schedule-pairb400;1,721613883972168;1,721613883972168
fiball;12,012394905090332;12,012394905090332
genus-sym-g62-2;0,6642711162567139;0,6642711162567139
ger50-17-trans-dfn-3t;389,08568596839905;389,08568596839905
ger50-17-trans-pop-3t;600,0026531219482;600,0026531219482
germanrr;600,0056099891663;600,0056099891663
gfd-schedulen180f7d50m30k18;49,428736209869385;49,428736209869385
gmut-75-50;600,0001490116119;600,0001490116119
gmut-76-40;600,0019209384918;600,0019209384918
gmut-76-50;600,001962184906;600,001962184906
graph20-80-1rand;1,5358788967132568;1,5358788967132568
graph40-20-1rand;1,5052931308746338;1,5052931308746338
graph40-40-1rand;2,0306601524353027;2,0306601524353027
graph40-80-1rand;3,601356029510498;3,601356029510498
graphdraw-grafo2;2,332397937774658;2,332397937774658
graphdraw-opmanager;2,116379976272583;2,116379976272583
hgms30;600,0041289329529;600,0041289329529
hgms62;600,0031909942627;600,0031909942627
highschool1-aigio;5,558173894882202;5,558173894882202
hypothyroid-k1;156,34277200698853;156,34277200698853
iis-hc-cov;25,70206904411316;25,70206904411316
in;23,801908016204834;23,801908016204834
irish-electricity;600,0056569576263;600,0056569576263
ivu06;567,3132028579712;567,3132028579712
ivu06-big;600,0040149688721;600,0040149688721
ivu52;245,18084979057312;245,18084979057312
ivu59;600,004301071167;600,004301071167
k1mushroom;14,869927883148193;14,869927883148193
kosova1;6,738913059234619;6,738913059234619
kottenpark09;600,005096912384;600,005096912384
lr1dr04vc05v17a-t360;600,0007581710815;600,0007581710815
lr1dr12vc10v70b-t360;600,0014040470123;600,0014040470123
lr2-22dr3-333vc4v17a-t60;600,00443983078;600,00443983078
map06;600,0036630630493;600,0036630630493
map10;600,3524968624115;600,3524968624115
map14860-20;600,003044128418;600,003044128418
map16715-04;36,1283061504364;36,1283061504364
map18;600,0046608448029;600,0046608448029
momentum1;600,0012540817261;600,0012540817261
mushroom-best;41,936909914016724;41,936909914016724
mzzv11;600,0025510787964;600,0025510787964
mzzv42z;600,005551815033;600,005551815033
n2seq36q;5,6803879737854;5,6803879737854
n3div36;10,336629867553711;10,336629867553711
n3seq24;19,855943202972412;19,855943202972412
neos-1122047;104,2501540184021;104,2501540184021
neos-1171448;1,58268404006958;1,58268404006958
neos-1354092;46,051475048065186;46,051475048065186
neos-1367061;22,476857900619507;22,476857900619507
neos-1593097;7,355699062347412;7,355699062347412
neos-2629914-sudost;0,0813758373260498;0,0813758373260498
neos-2669500-cust;53,43409514427185;53,43409514427185
neos-2746589-doon;56,52172899246216;56,52172899246216
neos-2978205-isar;3,210022211074829;3,210022211074829
neos-2987310-joes;600,0008101463318;600,0008101463318
neos-2991472-kalu;0,749992847442627;0,749992847442627
neos-3025225-shelon;58,55456018447876;58,55456018447876
neos-3208254-reiu;600,0129261016846;600,0129261016846
neos-3209462-rhin;12,92004108428955;12,92004108428955
neos-3229051-yass;0,15644216537475586;0,15644216537475586
neos-3230511-yuna;0,5208230018615723;0,5208230018615723
neos-3237086-abava;0,3697390556335449;0,3697390556335449
neos-3322547-alsek;65,3722128868103;65,3722128868103
neos-3352863-ancoa;457,6944079399109;457,6944079399109
neos-3354841-apure;39,64610290527344;39,64610290527344
neos-3372571-onahau;263,01370310783386;263,01370310783386
neos-3402294-bobin;12,444985151290894;12,444985151290894
neos-3555904-turama;9,508876085281372;9,508876085281372
neos-3695882-vesdre;2,8212220668792725;2,8212220668792725
neos-3740487-motru;9,070634126663208;9,070634126663208
neos-3755335-nizao;2,025442123413086;2,025442123413086
neos-3759587-noosa;0,9238948822021484;0,9238948822021484
neos-4260495-otere;132,28108406066895;132,28108406066895
