Instance;iters;time;rel_primal_res;rel_dual_res;rel_opt_gap;termination
neos-5149806-wieprz;242;0,7025749683380127;5,1900386491668815e-09;0,0;2,640672159259531e-07;OPTIMAL
neos-5193246-nerang;401;1,0612030029296875;7,783820448932962e-07;0,0;1,6152715385089392e-07;OPTIMAL
neos-5195221-niemur;369;1,072512149810791;8,052168984117624e-07;0,0;9,62421639706307e-07;OPTIMAL
neos-5196530-nuhaka;427;1,234194040298462;4,447134135666392e-07;0,0;8,846929942749403e-07;OPTIMAL
neos-5221106-oparau;209;0,5690970420837402;3,2661141215731883e-10;5,931151492250368e-18;5,111234376041213e-07;OPTIMAL
neos-872648;1187;607,6458971500397;0,0015577000528773925;0,0;0,06781424508236322;TIME_LIMIT
neos-873061;27884;173,68995785713196;6,870177139376458e-08;0,0;9,998499520028756e-07;OPTIMAL
neos-885086;397;1,1580419540405273;2,797614654338087e-10;9,805417226721682e-07;7,124124318610114e-08;OPTIMAL
neos-885524;64;0,16866493225097656;2,20655557945184e-09;0,0;2,3455504299770065e-07;OPTIMAL
neos-913984;84;0,22640395164489746;1,017129923004031e-10;0,0;5,6878033356180764e-08;OPTIMAL
neos-956971;423;1,1282639503479004;1,8703771344065325e-07;0,0;9,317802837365356e-07;OPTIMAL
ns1430538;72275;553,1188378334045;1,4008983666960302e-07;1,3138949821907655e-09;9,229737186016141e-07;OPTIMAL
ns1828997;192;0,7956900596618652;7,904506381291773e-07;0,0;6,37095543696229e-07;OPTIMAL
ns1856153;124;0,327193021774292;4,620898624336194e-12;5,026860348817377e-10;1,2754120398495377e-07;OPTIMAL
ns1904248;57;0,15315604209899902;1,5616141566554892e-08;5,0528357464038e-10;1,283742554549541e-07;OPTIMAL
opm2-z10-s4;26284;102,82765007019043;9,983946725998414e-07;0,0;4,648127259366363e-07;OPTIMAL
pb-grow22;106974;600,0049328804016;1,9300074740642774e-05;0,0;3,461505094809075e-08;TIME_LIMIT
piperout-d27;13510;265,0877380371094;5,664391315827354e-07;0,0;2,847339380715767e-07;OPTIMAL
rail507;30477;156,32884788513184;3,2780821097690545e-09;0,0;9,77671442319334e-07;OPTIMAL
s55;25515;271,3878929615021;3,183878077983815e-08;0,0;3,761215526728481e-07;OPTIMAL
satellites2-25;12377;46,11150813102722;1,0457159709535298e-11;7,279172368034068e-15;9,916205955809026e-07;OPTIMAL
scpl4;25711;220,67176008224487;6,176306971417134e-08;0,0;9,996320914809103e-07;OPTIMAL
sct5;14279;119,33731484413147;6,691408602613337e-07;2,7605667433534182e-08;2,427978698731981e-07;OPTIMAL
sorrell3;39;0,1051950454711914;7,201824743230389e-07;0,0;7,21429165624793e-08;OPTIMAL
sorrell4;46;0,1334989070892334;6,913674590602881e-07;0,0;2,6092035803204466e-08;OPTIMAL
sorrell7;41;0,10986995697021484;1,795126747250464e-08;0,0;1,649548518092315e-09;OPTIMAL
sp97ic;42309;350,57738304138184;9,989018797592429e-07;0,0;1,9090719737626826e-07;OPTIMAL
square31;66289;413,4480559825897;3,191881600139723e-07;9,980340619065751e-08;9,971437585098908e-07;OPTIMAL
supportcase10;45295;322,91416478157043;9,99350558963632e-07;0,0;8,73559209253249e-07;OPTIMAL
supportcase43;349;1,146277904510498;1,8417463613972655e-09;0,0;8,650910507017204e-07;OPTIMAL
t1717;86610;600,0012159347534;1,8407272875387015e-06;0,0;1,1262039419586942e-07;TIME_LIMIT
tpl-tub-ss16;92091;547,6368398666382;5,391907478300546e-07;0,0;6,228948134609512e-07;OPTIMAL
uccase7;28737;111,73659992218018;9,989990187926468e-07;8,66251037041809e-09;3,2387208562368983e-07;OPTIMAL
uccase9;8639;76,76717209815979;9,994300734442354e-07;2,0002718289345138e-08;2,0366835880206928e-07;OPTIMAL
van;68897;547,6538529396057;2,9790321601990623e-10;0,0;9,991555095066498e-07;OPTIMAL
