instance,IR,alpha,method,KKT,success,time,k_iters,D1_maxcn,D2_maxcn
eva1aprime6x6opt,0,0.0,relmult,2.012543979920783e-07,1,18.206501960754395,0,1.0,1.0
eva1aprime6x6opt,1,1.0,relmult,1.466653059966261e-10,1,18.186516046524048,1,1.0,1.0
eva1aprime6x6opt,1,5.0,relmult,3.454949747779655e-10,1,102.77652502059937,1,25.0,25.0
eva1aprime6x6opt,1,10.0,relmult,1.9826716542948814e-10,1,119.81415510177612,1,100.0,100.0
eva1aprime6x6opt,1,50.0,relmult,0.00047579715030283607,0,601.1203680038452,2,2500.0,2500.0
eva1aprime6x6opt,1,1000.0,median,0.001857762153489717,0,600.2716941833496,2,1000000.0,1000000.0
eva1aprime6x6opt,1,1000.0,other,7.214933432398223e-10,1,123.92680501937866,1,490.49866987694907,206.20036635956092
eva1aprime6x6opt,1,1000.0,reldiv,1.1512041798057966e-10,1,18.041389226913452,1,1.0,1.0
eva1aprime6x6opt,1,10000.0,median,0.010469933281722053,0,600.5027978420258,2,100000000.0,100000000.0
eva1aprime6x6opt,1,10000.0,reldiv,1.9066627968578996e-10,1,23.490422010421753,1,2.2030913961804144,2.0599437198757333
eva1aprime6x6opt,1,100000.0,median,0.010469933281722053,0,600.5171620845795,2,10000000000.0,10000000000.0
eva1aprime6x6opt,1,100000.0,reldiv,1.2012792559000737e-10,1,36.53109002113342,1,22.030913961804142,20.599437198757332
ger50-17-trans-dfn-3t,0,0.0,reldiv,8.727385762195556e-09,1,47.724754095077515,0,1.0,1.0
ger50-17-trans-dfn-3t,0,0.0,relmult,8.727385762195556e-09,1,47.31935691833496,0,1.0,1.0
ger50-17-trans-dfn-3t,1,1.0,relmult,2.0647159064545638e-07,0,600.7335879802704,3,1.0,1.0
ger50-17-trans-dfn-3t,1,5.0,relmult,3.472294352726588e-08,0,601.2872109413147,3,55.34302407295202,25.0
ger50-17-trans-dfn-3t,1,10.0,relmult,7.30220457547514e-10,1,242.66807293891907,2,112.78345468777665,100.0
ger50-17-trans-dfn-3t,1,50.0,relmult,4.1222825536833504e-09,1,154.28785181045532,2,6566.792601074984,953.1547040861875
ger50-17-trans-dfn-3t,1,1000.0,median,1.5977743132296455e-07,0,600.4940137863159,2,1000000.0,14504.502887836907
ger50-17-trans-dfn-3t,1,1000.0,other,8.009187515395558e-08,0,601.0944771766663,3,586744.7553082239,4.627517862203945
ger50-17-trans-dfn-3t,1,1000.0,reldiv,4.410199672325374e-10,0,600.4595999717712,2,1.0,1.0
ger50-17-trans-dfn-3t,1,10000.0,median,1.7899570456193053e-08,0,600.355474948883,3,2342130643284.574,2381395348.837209
ger50-17-trans-dfn-3t,1,10000.0,reldiv,7.001579095908205e-08,0,600.7789058685303,3,4.004841154463913,1.0
ger50-17-trans-dfn-3t,1,100000.0,median,3.2038627469377916e-09,1,434.0509970188141,1,115093596.37987614,1450450.2887836907
ger50-17-trans-dfn-3t,1,100000.0,reldiv,2.542755851245013e-10,1,79.63536095619202,1,40.04841154463912,1.0
ger50-17-trans-pop-3t,0,0.0,reldiv,7.397581236363415e-07,1,96.58060097694397,0,1.0,1.0
ger50-17-trans-pop-3t,0,0.0,relmult,7.397581236363415e-07,1,94.60166907310486,0,1.0,1.0
ger50-17-trans-pop-3t,1,1.0,relmult,4.491492079908555e-10,1,72.38552689552307,1,1.0,1.0
ger50-17-trans-pop-3t,1,5.0,relmult,1.581934744101748e-10,1,108.66284799575806,1,25.0,25.0
ger50-17-trans-pop-3t,1,10.0,relmult,8.632669398925633e-12,1,191.3019459247589,1,100.0,100.0
ger50-17-trans-pop-3t,1,50.0,relmult,6.459319299364662e-10,1,172.19854283332825,1,2500.0,2500.0
ger50-17-trans-pop-3t,1,1000.0,median,1.0504475839555587e-06,0,600.1952688694,2,26641.4964313186,1000000.0
ger50-17-trans-pop-3t,1,1000.0,other,4.377648148560902e-10,1,296.75808000564575,1,5976.709732873132,33.502012698612305
ger50-17-trans-pop-3t,1,1000.0,reldiv,3.955690409728853e-11,1,77.77662897109985,1,1.0,1.0
ger50-17-trans-pop-3t,1,10000.0,median,1.879871207007647e-10,0,600.1882791519165,1,266414.964313186,75714404.90850344
ger50-17-trans-pop-3t,1,10000.0,reldiv,6.019051542796898e-10,1,95.92686200141907,1,1.0,1.0
ger50-17-trans-pop-3t,1,100000.0,median,1.9401973050890274e-10,0,600.1910898685455,1,2664149.64313186,757144049.0850345
ger50-17-trans-pop-3t,1,100000.0,reldiv,1.0646337752976108e-10,1,134.3310308456421,1,1.0,1.0
germanrr,0,0.0,reldiv,0.23642735028248352,0,600.6935999393463,0,1.0,1.0
germanrr,0,0.0,relmult,0.206001249698078,0,600.4519398212433,0,1.0,1.0
germanrr,1,1.0,relmult,0.00043822832333861785,0,600.8067538738251,2,1.0,1.0
germanrr,1,5.0,relmult,0.012747820571140722,0,600.8024299144745,2,9.361832253971166,25.0
germanrr,1,10.0,relmult,0.012747820571140722,0,600.8189952373505,2,18.72366450794233,100.0
germanrr,1,50.0,relmult,0.0019077125879373668,0,601.2827680110931,2,93.61832253971166,2500.0
germanrr,1,1000.0,median,0.008096465395999662,0,600.2216339111328,2,1000000.0,1000000.0
germanrr,1,1000.0,other,0.002980387358639792,0,600.2226469516754,2,25.482145450951066,2026451201.646888
germanrr,1,1000.0,reldiv,0.0022159902618352394,0,600.816253900528,2,1.0,1000000.0
germanrr,1,10000.0,median,0.012747820571140722,0,600.2294321060181,2,100000000.0,100000000.0
germanrr,1,10000.0,reldiv,0.00010926360207734619,0,600.8002271652222,2,3.468016298347927,100000000.0
germanrr,1,100000.0,median,0.012747820571140722,0,600.2322080135345,2,10000000000.0,10000000000.0
germanrr,1,100000.0,reldiv,0.012747820571140722,0,600.8029518127441,2,34.68016298347926,10000000000.0
graph20-80-1rand,0,0.0,reldiv,1.0153794289800109e-08,1,1.6326019763946533,0,1.0,1.0
graph20-80-1rand,0,0.0,reldiv_2,3.1946131682033555e-08,1,4.762752056121826,0,1.0,1.0
graph20-80-1rand,0,0.0,relmult,1.0153794289800109e-08,1,1.4289650917053223,0,1.0,1.0
graph20-80-1rand,1,1.0,relmult,2.5315357275702993e-12,1,3.6447560787200928,1,1.0,1.0
graph20-80-1rand,1,5.0,relmult,2.8459973171070087e-11,1,4.764142036437988,1,1.0,1.0
graph20-80-1rand,1,10.0,relmult,6.890160073160864e-11,1,4.305685043334961,1,1.0929902339362074,1.0
graph20-80-1rand,1,50.0,relmult,5.407197119880899e-12,1,4.519012928009033,1,5.464951169681037,1.0
graph20-80-1rand,1,100.0,relmult,2.427701599826934e-11,1,6.573451995849609,1,10.929902339362075,1.0
graph20-80-1rand,1,1000.0,median,4.719412040897319e-07,0,601.0306856632233,2,1000000.0,388079.55843602784
graph20-80-1rand,1,1000.0,other,4.5801779511889367e-11,1,2.8895349502563477,1,1.0,1.0
graph20-80-1rand,1,1000.0,reldiv,4.5801779511889367e-11,1,4.348562955856323,1,1.0,1.0
graph20-80-1rand,1,1000.0,reldiv_2,1.8604648120990936e-11,1,8.648969173431396,1,1.0,1.0
graph20-80-1rand,1,1000.0,relmult,3.949535281663387e-11,1,6.057321071624756,1,109.29902339362074,1.0
graph20-80-1rand,1,10000.0,median,5.792223939592452e-07,0,600.7777740955353,2,100000000.0,3880795.584360278
graph20-80-1rand,1,10000.0,reldiv,4.7397394265375254e-12,1,4.434987783432007,1,1.0,1.0
graph20-80-1rand,1,10000.0,reldiv_2,7.045716061487919e-13,1,10.678694009780884,1,1.0,1.0
graph20-80-1rand,1,100000.0,median,5.370306738134028e-07,0,601.2324960231781,2,1217420431.5879004,38807955.843602784
graph20-80-1rand,1,100000.0,reldiv,3.405609723791658e-11,1,5.507738828659058,1,1.0,1.0
graph20-80-1rand,1,100000.0,reldiv_2,3.417819909028709e-11,1,11.14182710647583,1,1.0,2.7738212383673835
mushroom-best,0,0.0,reldiv,7.980795129583975e-10,1,4.04789400100708,0,1.0,1.0
mushroom-best,0,0.0,relmult,7.980795129583975e-10,1,4.041378021240234,0,1.0,1.0
mushroom-best,1,1.0,relmult,1.311452232486292e-09,1,8.305533170700073,1,1.0,1.0
mushroom-best,1,5.0,relmult,5.4900345503955825e-11,1,8.604403018951416,1,1.0,1.0
mushroom-best,1,10.0,relmult,5.4900345503955825e-11,1,8.68352198600769,1,1.0,1.0
mushroom-best,1,50.0,relmult,5.154803875098612e-11,1,8.531362056732178,1,1.0,1.0
mushroom-best,1,1000.0,median,1.790929331017851e-09,1,26.94270896911621,1,1000000.0,1000000.0
mushroom-best,1,1000.0,other,1.0398709016020915e-12,1,9.590391874313354,1,1.0,1.0
mushroom-best,1,1000.0,reldiv,1.0398709016020915e-12,1,9.85975694656372,1,1.0,1.0
mushroom-best,1,10000.0,median,3.547998980377137e-10,1,43.32395100593567,1,16353924.769612825,100000000.0
mushroom-best,1,10000.0,reldiv,2.11820645735404e-13,1,11.143871068954468,1,1.0,1.0
mushroom-best,1,100000.0,median,8.281919998298687e-10,1,55.238147020339966,1,163539247.69612825,3827432255.1702685
mushroom-best,1,100000.0,reldiv,9.464357434778941e-14,1,10.135962009429932,1,2.7035474284914804,1.0
n2seq36q,0,0.0,reldiv,2.9987861364761413e-08,1,1.6902611255645752,0,1.0,1.0
n2seq36q,0,0.0,relmult,2.9987861364761413e-08,1,1.733247995376587,0,1.0,1.0
n2seq36q,1,1.0,relmult,1.4605337675855198e-06,0,601.0629189014435,2,1.0,1.0
n2seq36q,1,5.0,relmult,0.00018367446884376857,0,601.0960609912872,2,1.0,25.0
n2seq36q,1,10.0,relmult,3.4728758967899153e-07,0,601.0958659648895,2,1.0,100.0
n2seq36q,1,50.0,relmult,7.695793938147056e-08,0,601.0863139629364,2,1.1724690455153002,2500.0
n2seq36q,1,1000.0,median,1.379365757811844e-08,0,600.2094640731812,2,867105.0845129002,117063.18411496439
n2seq36q,1,1000.0,other,3.005736282274062e-06,0,600.2924559116364,2,1.1100502643595673,182.65418193709593
n2seq36q,1,1000.0,reldiv,2.5436937802848773e-05,0,601.0793888568878,2,1.0,1.0
n2seq36q,1,10000.0,median,8.080316537024428e-05,0,600.4585421085358,2,8671050.845129002,1170631.841149644
n2seq36q,1,10000.0,reldiv,8.789360985640362e-05,0,601.074059009552,2,1.0,1.0
n2seq36q,1,100000.0,median,8.395081331369625e-09,0,600.4654400348663,1,86710508.45129003,11706318.41149644
n2seq36q,1,100000.0,reldiv,2.2353142273909472e-08,0,601.0845880508423,2,5.254772371679919,1.0
neos-1122047,0,0.0,reldiv,9.652117624759932e-09,1,21.78712511062622,0,1.0,1.0
neos-1122047,0,0.0,relmult,9.652117624759932e-09,1,20.727757930755615,0,1.0,1.0
neos-1122047,1,1.0,relmult,1.945785873219714e-11,1,17.6220920085907,1,1.0,1.0
neos-1122047,1,5.0,relmult,1.3011798755411154e-10,1,21.05949306488037,1,25.0,1.0
neos-1122047,1,10.0,relmult,1.715135904139553e-10,1,17.287441968917847,1,100.0,1.0
neos-1122047,1,50.0,relmult,3.6289228180278265e-10,1,18.406691789627075,1,2500.0,1.0
neos-1122047,1,1000.0,median,0.00027199163343496504,0,600.3977320194244,2,1000000.0,184335.75122827417
neos-1122047,1,1000.0,other,2.6752367830715777e-11,1,137.4481132030487,1,144.20707116678955,1.0
neos-1122047,1,1000.0,reldiv,3.142044328599203e-12,1,22.12270498275757,1,1.0,1.0
neos-1122047,1,10000.0,median,2.329759957394005e-09,1,285.7930529117584,1,12834251.514234362,1843357.5122827417
neos-1122047,1,10000.0,reldiv,1.2631121378422757e-12,1,17.66255497932434,1,1.0,1.0
neos-1122047,1,100000.0,median,0.00027199163343496504,0,600.617378950119,2,128342515.14234363,18433575.12282742
neos-1122047,1,100000.0,reldiv,6.5689650421016e-13,1,19.502952098846436,1,1.0,1.0
neos-1354092,0,0.0,reldiv,4.912853330206408e-09,1,4.463551044464111,0,1.0,1.0
neos-1354092,0,0.0,relmult,4.912853330206408e-09,1,4.458060026168823,0,1.0,1.0
neos-1354092,1,1.0,relmult,3.39714834211868e-10,1,11.455981969833374,1,1.0,1.0
neos-1354092,1,5.0,relmult,3.550797820074286e-10,1,13.064424991607666,1,11.377745711280935,1.0
neos-1354092,1,10.0,relmult,2.9701412033606605e-10,1,13.005343914031982,1,22.75549142256187,1.0
neos-1354092,1,50.0,relmult,1.696478557822042e-10,1,11.517648935317993,1,113.77745711280936,1.0
neos-1354092,1,1000.0,median,0.0008058882161284958,0,600.5583109855652,2,363151.5250164896,1000000.0
neos-1354092,1,1000.0,other,2.2354786378478193e-10,1,10.703689098358154,1,1.0664105596731588,1.0
neos-1354092,1,1000.0,reldiv,3.35661468866126e-10,1,12.370620965957642,1,1.0,1.0
neos-1354092,1,10000.0,median,0.0008058882161284958,0,600.1850428581238,2,3631515.2501648962,37739673.623023905
neos-1354092,1,10000.0,reldiv,2.3010652727322265e-10,1,11.496438980102539,1,1.0,1.0
neos-1354092,1,100000.0,median,0.0008058882161284958,0,600.1843309402466,2,4145392.7281867154,377396736.23023903
neos-1354092,1,100000.0,reldiv,2.5115405311603285e-10,1,11.118965148925781,1,1.0,2.2142319093388045
neos-4292145-piako,0,0.0,reldiv,0.00411638218917097,0,600.9702308177948,0,1.0,1.0
neos-4292145-piako,0,0.0,reldiv_2,8.189769575314819e-05,0,602.4493000507355,0,1.0,1.0
neos-4292145-piako,0,0.0,relmult,0.00394406255225966,0,600.9961190223694,0,1.0,1.0
neos-4292145-piako,1,1.0,relmult,0.0008776529589414134,0,601.3189651966095,2,1.0,1.0
neos-4292145-piako,1,5.0,relmult,0.0008776529589414134,0,601.3093981742859,2,25.0,25.0
neos-4292145-piako,1,10.0,relmult,0.0008776529589414134,0,601.3105969429016,2,100.0,100.0
neos-4292145-piako,1,50.0,relmult,0.0008776529589414134,0,601.3174788951874,2,2500.0,2500.0
neos-4292145-piako,1,1000.0,median,0.0008776529589414134,0,600.8053781986237,2,1000000.0,1000000.0
neos-4292145-piako,1,1000.0,other,0.0008776529589414134,0,600.9600398540497,2,1137.0251000205228,425.19976865532203
neos-4292145-piako,1,1000.0,reldiv,0.0008776529589414134,0,601.3319799900055,2,1.0,1.0
neos-4292145-piako,1,10000.0,median,0.0008776529589414134,0,600.6792361736298,2,100000000.0,100000000.0
neos-4292145-piako,1,10000.0,reldiv,0.0008776529589414134,0,601.3406419754028,2,1.0,1.0
neos-4292145-piako,1,100000.0,median,0.0008776529589414134,0,600.6763789653778,2,10000000000.0,10000000000.0
neos-4292145-piako,1,100000.0,reldiv,0.0008776529589414134,0,601.3367209434509,2,1.0,4.942044011816106
neos-4300652-rahue,0,0.0,reldiv,7.666005623256187e-09,1,1.7577931880950928,0,1.0,1.0
neos-4300652-rahue,0,0.0,relmult,7.666005623256187e-09,1,1.9778048992156982,0,1.0,1.0
neos-4300652-rahue,1,1.0,relmult,7.251229540825358e-09,1,4.4083640575408936,1,1.0,1.0
neos-4300652-rahue,1,5.0,relmult,6.134420588596648e-09,1,4.669512987136841,1,12.411215058634795,1.0
neos-4300652-rahue,1,10.0,relmult,3.997787473093159e-09,1,4.071435928344727,1,24.82243011726959,1.0
neos-4300652-rahue,1,50.0,relmult,2.048952375741339e-09,1,4.68140983581543,1,124.11215058634795,1.0
neos-4300652-rahue,1,1000.0,median,6.290554969642268e-09,1,13.741338968276978,1,1000000.0,1000000.0
neos-4300652-rahue,1,1000.0,other,4.3549314019910175e-09,1,4.55296516418457,1,15.552581580095648,1.0
neos-4300652-rahue,1,1000.0,reldiv,6.904542041509182e-09,1,4.579504013061523,1,1.0,1.0
neos-4300652-rahue,1,10000.0,median,5.803078863434359e-09,1,108.14751815795898,1,100000000.0,100000000.0
neos-4300652-rahue,1,10000.0,reldiv,6.382895782517025e-09,1,4.751662015914917,1,1.0,1.0
neos-4300652-rahue,1,100000.0,median,2.2884091230194853e-08,0,600.6204280853271,3,2.9530392361689076e+16,1.1029652852824281e+19
neos-4300652-rahue,1,100000.0,reldiv,4.45814718835063e-09,1,4.830440044403076,1,9.744525119530762,1.1594060194019045
neos-5193246-nerang,0,0.0,reldiv,9.214774758589761e-09,1,0.848686933517456,0,1.0,1.0
neos-5193246-nerang,0,0.0,relmult,9.214774758589761e-09,1,1.0946760177612305,0,1.0,1.0
neos-5193246-nerang,1,1.0,relmult,3.3796082912840177e-09,1,2.356771945953369,1,1.0,1.0
neos-5193246-nerang,1,5.0,relmult,3.788873052013227e-09,1,2.3236260414123535,1,8.669309457581152,1.0
neos-5193246-nerang,1,10.0,relmult,2.4830942460874064e-09,1,2.590682029724121,1,17.338618915162304,1.0
neos-5193246-nerang,1,50.0,relmult,1.4936127903114854e-09,1,2.075532913208008,1,86.69309457581151,1.0
neos-5193246-nerang,1,1000.0,median,9.053834622017195e-09,1,3.68818998336792,1,1000000.0,59160.06555206811
neos-5193246-nerang,1,1000.0,other,4.5049435517150315e-09,1,1.8379669189453125,1,9.569366253963985,1.0
neos-5193246-nerang,1,1000.0,reldiv,5.401582971257839e-09,1,2.198580026626587,1,1.0,1.0
neos-5193246-nerang,1,10000.0,median,9.533903729285157e-09,1,7.492650985717773,1,24552936.134674165,591600.6555206811
