instance,IR,alpha,method,KKT,success,time,k_iters,D1_maxcn,D2_maxcn
neos-5193246-nerang,1,10000.0,reldiv,7.772653478976655e-09,1,2.109386920928955,1,1.0,1.0
neos-5193246-nerang,1,100000.0,median,7.63951590577533e-09,1,37.24245309829712,1,245529361.34674165,5916006.555206811
neos-5193246-nerang,1,100000.0,reldiv,2.5391574282479286e-09,1,2.052237033843994,1,5.281433945262273,1.0
neos-5195221-niemur,0,0.0,reldiv,1.0510687668733528e-08,1,0.9789478778839111,0,1.0,1.0
neos-5195221-niemur,0,0.0,relmult,1.0510687668733528e-08,1,1.123962163925171,0,1.0,1.0
neos-5195221-niemur,1,1.0,relmult,2.3106102533580996e-09,1,2.1535110473632812,1,1.0,1.0
neos-5195221-niemur,1,5.0,relmult,4.730677903255082e-09,1,2.141036033630371,1,25.0,1.0
neos-5195221-niemur,1,10.0,relmult,4.4285134390424045e-09,1,2.118473768234253,1,100.0,1.0
neos-5195221-niemur,1,50.0,relmult,6.692191378391257e-09,1,2.2658469676971436,1,862.6301451502814,1.0
neos-5195221-niemur,1,1000.0,median,9.074716589978456e-09,1,1.5738129615783691,1,1000000.0,58573.49746876823
neos-5195221-niemur,1,1000.0,other,7.177301006851782e-09,1,2.2747368812561035,1,47.690336160911784,1.0
neos-5195221-niemur,1,1000.0,reldiv,1.3260419264038668e-09,1,1.9885470867156982,1,1.0,1.0
neos-5195221-niemur,1,10000.0,median,7.445134647888832e-09,1,2.1761221885681152,1,22004597.725609474,585734.9746876823
neos-5195221-niemur,1,10000.0,reldiv,2.7068337881809926e-09,1,2.0210139751434326,1,1.3182753790412374,1.0
neos-5195221-niemur,1,100000.0,median,7.327559226088994e-09,1,2.8754639625549316,1,220045977.25609475,5857349.746876824
neos-5195221-niemur,1,100000.0,reldiv,3.578742974076691e-09,1,1.9726741313934326,1,13.182753790412374,1.0
neos-5196530-nuhaka,0,0.0,reldiv,8.332007467929115e-09,1,0.7839310169219971,0,1.0,1.0
neos-5196530-nuhaka,0,0.0,relmult,8.332007467929115e-09,1,1.1684401035308838,0,1.0,1.0
neos-5196530-nuhaka,1,1.0,relmult,1.0761232640956502e-09,1,3.107393980026245,1,1.0,1.0
neos-5196530-nuhaka,1,5.0,relmult,1.7463758452071363e-09,1,3.2225050926208496,1,10.491996026150606,1.0
neos-5196530-nuhaka,1,10.0,relmult,4.055862250029721e-09,1,2.84627103805542,1,20.98399205230121,1.0
neos-5196530-nuhaka,1,50.0,relmult,3.2908035852381606e-09,1,2.93093204498291,1,104.91996026150605,1.0
neos-5196530-nuhaka,1,1000.0,median,8.57213412746073e-09,1,5.195403099060059,1,1000000.0,1000000.0
neos-5196530-nuhaka,1,1000.0,other,5.447745437695819e-09,1,2.766961097717285,1,4.186182851762865,1.0
neos-5196530-nuhaka,1,1000.0,reldiv,5.72662289939251e-09,1,2.8284881114959717,1,1.0,1.0
neos-5196530-nuhaka,1,10000.0,median,8.55573463070536e-09,1,15.425755023956299,1,100000000.0,15822353.867266815
neos-5196530-nuhaka,1,10000.0,reldiv,1.1676739202222533e-09,1,2.8411600589752197,1,1.0,1.0
neos-5196530-nuhaka,1,100000.0,median,9.817794722095354e-09,1,37.75503087043762,1,2154337995.8047004,158223538.67266816
neos-5196530-nuhaka,1,100000.0,reldiv,2.71263928806458e-09,1,2.739886999130249,1,1.0,1.0
neos-5266653-tugela,0,0.0,reldiv,1.1020681670787499e-08,1,3.6282339096069336,0,1.0,1.0
neos-5266653-tugela,0,0.0,relmult,1.1020681670787499e-08,1,3.6023359298706055,0,1.0,1.0
neos-5266653-tugela,1,1.0,relmult,3.698252323180578e-13,1,8.602645874023438,1,1.0,1.0
neos-5266653-tugela,1,5.0,relmult,1.0006149717468824e-12,1,11.171359062194824,1,25.0,25.0
neos-5266653-tugela,1,10.0,relmult,1.0828525698061393e-13,1,13.288894891738892,1,100.0,100.0
neos-5266653-tugela,1,50.0,relmult,4.840521569922574e-13,1,22.484920978546143,1,738.5170818995871,2500.0
neos-5266653-tugela,1,1000.0,median,3.526420499970086e-13,1,180.55673599243164,1,1000000.0,1000000.0
neos-5266653-tugela,1,1000.0,other,2.8692819452953623e-13,1,18.3283109664917,1,12.186895138325049,241.79501890125724
neos-5266653-tugela,1,1000.0,reldiv,2.3419956988421966e-12,1,20.60600996017456,1,1.0,1.0
neos-5266653-tugela,1,10000.0,median,1.5720704755840187e-10,0,600.3451859951019,1,100000000.0,100000000.0
neos-5266653-tugela,1,10000.0,reldiv,2.615426920398128e-13,1,26.478206157684326,1,1.0,1.0
neos-5266653-tugela,1,100000.0,median,0.0007388996553913955,0,600.2861416339874,2,10000000000.0,10000000000.0
neos-5266653-tugela,1,100000.0,reldiv,7.551084025710115e-13,1,27.049041986465454,1,1.0055313326708155,1.0
neos-933638,0,0.0,reldiv,9.889888242092284e-09,1,1.9855940341949463,0,1.0,1.0
neos-933638,0,0.0,relmult,9.889888242092284e-09,1,2.0434679985046387,0,1.0,1.0
neos-933638,1,1.0,relmult,1.0907119734441638e-11,1,4.53348708152771,1,1.0,1.0
neos-933638,1,5.0,relmult,1.8144368128778047e-10,1,5.148844957351685,1,6.06036796715903,25.0
neos-933638,1,10.0,relmult,8.401068289156639e-12,1,5.9460530281066895,1,12.12073593431806,100.0
neos-933638,1,50.0,relmult,1.6005779633095756e-11,1,6.514853000640869,1,60.60367967159029,2500.0
neos-933638,1,1000.0,median,1.3038229217126327e-11,1,7.1976611614227295,1,1000000.0,742261.0923213371
neos-933638,1,1000.0,other,4.703687204957524e-12,1,6.618564128875732,1,6.340259492696454,12.230062298613564
neos-933638,1,1000.0,reldiv,8.709237615051833e-12,1,7.376540899276733,1,1.0,1.0
neos-933638,1,10000.0,median,9.682387780283484e-12,1,16.989497900009155,1,71652837.06317927,7422610.923213371
neos-933638,1,10000.0,reldiv,9.227865527797389e-12,1,8.047703981399536,1,1.0,1.0
neos-933638,1,100000.0,median,1.5401949559985355e-11,1,28.51276707649231,1,716528370.6317927,74226109.2321337
neos-933638,1,100000.0,reldiv,5.543938946502549e-12,1,9.593711137771606,1,3.3165387524787437,1.0
neos-933966,0,0.0,reldiv,3.999957484756421e-09,1,1.965466022491455,0,1.0,1.0
neos-933966,0,0.0,relmult,3.999957484756421e-09,1,1.987982988357544,0,1.0,1.0
neos-933966,1,1.0,relmult,3.196375480795186e-12,1,5.3518359661102295,1,1.0,1.0
neos-933966,1,5.0,relmult,4.906496990158535e-12,1,5.580522060394287,1,1.0,25.0
neos-933966,1,10.0,relmult,6.609233881052545e-12,1,5.276932001113892,1,1.7144892072476663,100.0
neos-933966,1,50.0,relmult,3.952496825028606e-12,1,5.5286760330200195,1,8.57244603623833,1764.7941812761287
neos-933966,1,1000.0,median,4.1241281261154313e-13,1,4.428225040435791,1,243322.736313125,48566.5374529673
neos-933966,1,1000.0,other,3.8348408512009305e-12,1,6.605892181396484,1,1.0,1.4061308996056177
neos-933966,1,1000.0,reldiv,1.7580128414252862e-12,1,7.045799016952515,1,1.0,1.0
neos-933966,1,10000.0,median,2.6742002322444977e-12,1,5.623697996139526,1,2433227.3631312503,485665.374529673
neos-933966,1,10000.0,reldiv,4.893005867764297e-12,1,7.5912699699401855,1,1.0,1.0
neos-933966,1,100000.0,median,3.191000542363293e-10,1,6.555620908737183,1,24332273.6313125,4856653.74529673
neos-933966,1,100000.0,reldiv,3.2732768983928206e-12,1,8.312129974365234,1,1.0,1.0
neos-953928,0,0.0,reldiv,5.260879557565188e-09,1,3.556187152862549,0,1.0,1.0
neos-953928,0,0.0,relmult,5.260879557565188e-09,1,3.5436439514160156,0,1.0,1.0
neos-953928,1,1.0,relmult,2.0665797157865202e-11,1,5.872376203536987,1,1.0,1.0
neos-953928,1,5.0,relmult,1.335833192994928e-10,1,6.8108649253845215,1,25.0,4.24622375544912
neos-953928,1,10.0,relmult,1.2349169727899306e-11,1,8.695087909698486,1,54.96889239674175,8.49244751089824
neos-953928,1,50.0,relmult,1.4337260056744623e-10,1,11.759970903396606,1,274.84446198370875,42.462237554491196
neos-953928,1,1000.0,median,4.9688258213492954e-09,1,19.816663026809692,1,11937.454744265699,137524.26444560662
neos-953928,1,1000.0,other,2.968868471262002e-12,1,5.723682880401611,1,6.5338366863727515,5.553485298507636
neos-953928,1,1000.0,reldiv,6.353373900680726e-12,1,6.866741895675659,1,1.0,1.0
neos-953928,1,10000.0,median,6.737059860891249e-09,1,20.24516487121582,1,91219.53486645501,1375242.6444560662
neos-953928,1,10000.0,reldiv,2.0252319990666206e-12,1,6.762415885925293,1,1.0,1.0
neos-953928,1,100000.0,median,7.678918589258988e-09,1,19.416045904159546,1,91219.53486645501,13752426.444560662
neos-953928,1,100000.0,reldiv,4.81725591287094e-12,1,6.42126202583313,1,1.0,3.6316031298588967
neos-960392,0,0.0,reldiv,1.1484118425067035e-08,1,6.189777851104736,0,1.0,1.0
neos-960392,0,0.0,relmult,1.1484118425067035e-08,1,5.550703048706055,0,1.0,1.0
neos-960392,1,1.0,relmult,1.8761684377236275e-11,1,2.9205708503723145,1,1.0,1.0
neos-960392,1,5.0,relmult,1.2026923629581543e-11,1,2.6098709106445312,1,25.0,1.0
neos-960392,1,10.0,relmult,9.5895487599625e-12,1,4.412507057189941,1,100.0,1.3855710327891047
neos-960392,1,50.0,relmult,4.7252427518223465e-12,1,3.7967238426208496,1,1806.4916143406056,6.927855163945523
neos-960392,1,1000.0,median,2.4535830544232663e-11,1,5.440881013870239,1,485481.4605592816,1000000.0
neos-960392,1,1000.0,other,4.439045854410591e-12,1,2.9765219688415527,1,43.31440878906623,3.405500293255037
neos-960392,1,1000.0,reldiv,4.002492277932821e-11,1,3.177003860473633,1,1.0,1.0
neos-960392,1,10000.0,median,6.076782232418513e-12,1,4.250353097915649,1,4854814.605592815,100000000.0
neos-960392,1,10000.0,reldiv,2.2192744875386864e-11,1,2.973590850830078,1,1.0,1.0
neos-960392,1,100000.0,median,2.393987816588142e-10,1,5.323484897613525,1,48548146.055928156,2976061914.2782283
neos-960392,1,100000.0,reldiv,1.691661542437122e-11,1,3.5000150203704834,1,5.192767001664589,8.370146295578172
ns1430538,0,0.0,reldiv,1.403118792608906e-08,1,35.52120494842529,0,1.0,1.0
ns1430538,0,0.0,relmult,1.403118792608906e-08,1,33.854651927948,0,1.0,1.0
ns1430538,1,1.0,relmult,1.0935265494758485e-10,1,66.4545168876648,1,1.0,1.0
ns1430538,1,5.0,relmult,1.8874918905568563e-10,1,62.591716051101685,1,9.602545994005393,1.0
ns1430538,1,10.0,relmult,1.7648947049408407e-10,1,66.48627591133118,1,19.205091988010786,1.0
ns1430538,1,50.0,relmult,1.248598662341037e-10,1,117.4626669883728,1,96.02545994005392,1.0
ns1430538,1,1000.0,median,0.0004525003270523057,0,600.5273039340973,2,1000000.0,1000000.0
ns1430538,1,1000.0,other,5.262002020223772e-10,1,83.7187430858612,1,5.568194899920699,1.0
ns1430538,1,1000.0,reldiv,1.700827061113926e-10,1,69.39375185966492,1,1.0,1.0
ns1430538,1,10000.0,median,0.0009740984683163273,0,600.6150710582733,2,100000000.0,22443957.741429422
ns1430538,1,10000.0,reldiv,5.35051719199707e-10,1,90.54023909568787,1,1.0,1.0
ns1430538,1,100000.0,median,0.0009740984683163273,0,600.5986678600311,2,10000000000.0,224439577.4142942
ns1430538,1,100000.0,reldiv,3.996610029984103e-07,0,601.0072448253632,2,1.6144048913099889,1.0
ns1456591,0,0.0,other,3.929352971468617e-09,1,22.769163131713867,0,1.0,1.0
ns1456591,0,0.0,reldiv,3.929352971468617e-09,1,22.746591091156006,0,1.0,1.0
ns1456591,0,0.0,reldiv_2,6.96512809451975e-09,1,29.911647081375122,0,1.0,1.0
ns1456591,0,0.0,relmult,3.929352971468617e-09,1,22.708996057510376,0,1.0,1.0
ns1456591,1,1.0,relmult,2.2868472867764182e-11,1,15.27737307548523,1,1.0,1.0
ns1456591,1,5.0,relmult,9.944956102195306e-13,1,25.492180824279785,1,25.0,2.021811859784623
ns1456591,1,10.0,relmult,3.616872748677314e-12,1,18.045960903167725,1,100.0,4.043623719569246
ns1456591,1,50.0,relmult,1.2830279185755504e-11,1,86.65970802307129,1,2500.0,20.21811859784623
ns1456591,1,100.0,relmult,1.0726252836255032e-11,1,121.51717400550842,1,10000.0,40.43623719569246
ns1456591,1,1000.0,other,2.0136156286620832e-12,1,15.223445892333984,1,7.468979380064411,1.0
ns1456591,1,1000.0,reldiv,2.0136156286620832e-12,1,15.317306995391846,1,1.0,1.0
ns1456591,1,1000.0,reldiv_2,6.5181748412574645e-12,1,41.90203881263733,1,1.0,1.0
ns1456591,1,1000.0,relmult,1.6852802275950238e-11,1,359.8839302062988,1,1000000.0,404.3623719569246
ns1456591,1,10000.0,other,5.83492053020429e-12,1,12.400325059890747,1,74.68979380064411,1.0
ns1456591,1,10000.0,reldiv,5.83492053020429e-12,1,12.528234958648682,1,1.0,1.0
ns1456591,1,10000.0,reldiv_2,6.060527944870646e-12,1,35.93168807029724,1,1.0,1.0
ns1456591,1,10000.0,relmult,2.9007866907485178e-11,1,194.91118597984314,1,43679247.04703563,4043.6237195692465
ns1456591,1,100000.0,other,2.3704186626105602e-12,1,15.554652214050293,1,1.0,1.0
ns1456591,1,100000.0,reldiv,2.3704186626105602e-12,1,15.552330017089844,1,1.0,1.0
ns1456591,1,100000.0,reldiv_2,1.4700848159432055e-11,1,47.87101888656616,1,1.0,1.0
ns1828997,0,0.0,reldiv,1.0478415893091737e-09,1,3.3433120250701904,0,1.0,1.0
ns1828997,0,0.0,reldiv_2,3.4494997234112342e-09,1,10.8039231300354,0,1.0,1.0
ns1828997,0,0.0,relmult,1.0478415893091737e-09,1,2.76686692237854,0,1.0,1.0
ns1828997,1,1.0,relmult,4.99197678260378e-09,1,5.843540191650391,1,1.0,1.0
ns1828997,1,5.0,relmult,5.1751829349703305e-09,1,5.749098062515259,1,1.0,1.0
ns1828997,1,10.0,relmult,5.1751829349703305e-09,1,5.794094800949097,1,1.0,1.0
ns1828997,1,50.0,relmult,7.515670372491283e-09,1,6.023573875427246,1,1.0,1.0
ns1828997,1,1000.0,median,1.1317158670702392e-10,1,6.515110969543457,1,964541.9972948602,16097.503534295065
ns1828997,1,1000.0,other,8.839046811613048e-10,1,6.014628887176514,1,1.0,1.0
ns1828997,1,1000.0,reldiv,8.839046811613048e-10,1,6.614784002304077,1,1.0,1.0
ns1828997,1,1000.0,reldiv_2,2.8111584761398235e-10,1,38.89972496032715,1,1.0,1.0
ns1828997,1,10000.0,median,1.3262834554933864e-10,1,6.181078910827637,1,9645419.972948601,160975.03534295064
ns1828997,1,10000.0,reldiv,5.542389269259294e-09,1,6.666723012924194,1,1.0,1.0
ns1828997,1,10000.0,reldiv_2,1.1161512624055642e-09,1,40.32745289802551,1,1.0,1.0
ns1828997,1,100000.0,median,2.1647067048933964e-11,1,5.4071550369262695,1,71302736.91830477,1609750.3534295065
ns1828997,1,100000.0,reldiv,6.900719137279614e-09,1,7.0543389320373535,1,1.0,1.0
ns1828997,1,100000.0,reldiv_2,1.871343603272354e-09,1,34.84758687019348,1,1.0,1.0
pb-grow22,0,0.0,reldiv,6.693841230378115e-09,1,257.61919498443604,0,1.0,1.0
pb-grow22,0,0.0,relmult,6.693841230378115e-09,1,253.22158098220825,0,1.0,1.0
pb-grow22,1,1.0,relmult,2.549872318773324e-05,0,600.7783579826355,2,1.0,1.0
pb-grow22,1,5.0,relmult,2.5498865528157025e-05,0,600.7885248661041,2,1.0,25.0
pb-grow22,1,10.0,relmult,2.8949557264825424e-05,0,601.3358209133148,2,1.0,100.0
pb-grow22,1,50.0,relmult,2.5498864088864607e-05,0,600.7877759933472,2,1.0,2500.0
pb-grow22,1,1000.0,median,4.595039963024117e-05,0,600.556468963623,2,1000000.0,1000000.0
pb-grow22,1,1000.0,reldiv,2.5498692389112118e-05,0,600.7770509719849,2,1.0,1.1463780366819984
pb-grow22,1,10000.0,median,4.5954892088476814e-05,0,600.2051820755005,2,8390071.77542643,100000000.0
pb-grow22,1,10000.0,reldiv,2.5498725126531546e-05,0,600.7946438789368,2,1.3283606611780308,11.463780366819984
pb-grow22,1,100000.0,median,4.595508512778226e-05,0,600.1991670131683,2,8390071.77542643,10000000000.0
pb-grow22,1,100000.0,reldiv,2.549865526569382e-05,0,600.7752869129181,2,13.283606611780307,114.63780366819984
physiciansched5-3,0,0.0,reldiv,8.81073594345244e-09,1,149.8955659866333,0,1.0,1.0
physiciansched5-3,0,0.0,relmult,8.81073594345244e-09,1,144.30275106430054,0,1.0,1.0
physiciansched5-3,1,1.0,relmult,0.0010849991700839763,0,601.395665884018,2,1.0,1.0
physiciansched5-3,1,5.0,relmult,0.0010849991700839763,0,601.3950181007385,2,25.0,25.0
physiciansched5-3,1,10.0,relmult,0.0010849991700839763,0,601.3979392051697,2,100.0,100.0
physiciansched5-3,1,50.0,relmult,0.0010849991700839763,0,601.4269597530365,2,1549.2491642290631,2500.0
physiciansched5-3,1,1000.0,median,0.0010849991700839763,0,600.2906758785248,2,1000000.0,1000000.0
physiciansched5-3,1,1000.0,reldiv,0.0010849991700839763,0,600.8874039649963,2,1.0,1000000.0
physiciansched5-3,1,10000.0,median,0.0010849991700839763,0,600.297397851944,2,100000000.0,100000000.0
physiciansched5-3,1,10000.0,reldiv,0.0010849991700839763,0,600.9074149131775,2,1.0,11166338.973528808
physiciansched5-3,1,100000.0,median,0.0010849991700839763,0,600.2908871173859,2,10000000000.0,10000000000.0
physiciansched5-3,1,100000.0,reldiv,0.0010849991700839763,0,600.8984889984131,2,1.0,111663389.73528807
piperout-d20,0,0.0,reldiv,2.8850669123378973e-09,1,310.8044500350952,0,1.0,1.0
piperout-d20,0,0.0,reldiv_2,0.02454646148276532,0,601.3732991218567,0,1.0,1.0
piperout-d20,0,0.0,relmult,2.8850669123378973e-09,1,303.19529581069946,0,1.0,1.0
piperout-d20,1,1.0,relmult,1.708890924579529e-05,0,600.8247029781342,2,1.0,1.0
piperout-d20,1,5.0,relmult,1.005051696395617e-07,0,601.3200678825378,2,25.0,5.407254006445868
piperout-d20,1,10.0,relmult,2.786561360967492e-08,0,601.3867118358612,2,100.0,10.814508012891736
piperout-d20,1,50.0,relmult,9.210119069187864e-08,0,601.3688688278198,2,2038.3935259824802,54.07254006445868
piperout-d20,1,1000.0,median,0.0002741167992984025,0,600.2379882335663,2,1000000.0,1000000.0
piperout-d20,1,1000.0,other,1.1170900885159213e-07,0,600.7262530326843,2,3.961586971854558,540.7254006445868
piperout-d20,1,1000.0,reldiv,0.0002741167992984025,0,601.1379859447479,2,1.0,270.3627003222934
piperout-d20,1,1000.0,reldiv_2,0.0008979142223241763,0,602.5626661777496,2,1.0,22.178881691993855
piperout-d20,1,10000.0,median,0.0002741167992984025,0,600.2342989444733,2,100000000.0,100000000.0
piperout-d20,1,10000.0,reldiv,0.0002741167992984025,0,600.8311550617218,2,1.0,2703.627003222934
piperout-d20,1,10000.0,reldiv_2,0.0008979142223241763,0,600.95152592659,2,1.0,221.78881691993854
piperout-d20,1,100000.0,median,0.0002741167992984025,0,600.2521967887878,2,10000000000.0,10000000000.0
piperout-d20,1,100000.0,reldiv,0.0002741167992984025,0,600.8204958438873,2,1.0,27036.27003222934
piperout-d20,1,100000.0,reldiv_2,0.0008979142223241763,0,600.8671522140503,2,1.0,2217.888169199385
sorrell7,1,1.0,relmult,6.519241874410977e-12,1,1.0204110145568848,0,1.0,1.0
sorrell7,1,5.0,relmult,6.519241874410977e-12,1,0.9968690872192383,0,1.0,1.0
sorrell7,1,10.0,relmult,6.519241874410977e-12,1,1.0218069553375244,0,1.0,1.0
sorrell7,1,50.0,relmult,6.519241874410977e-12,1,1.0063810348510742,0,1.0,1.0
sorrell7,1,1000.0,median,6.519241874410977e-12,1,0.8387818336486816,0,1.0,1.0
sorrell7,1,1000.0,other,6.519241874410977e-12,1,0.7591018676757812,0,1.0,1.0
sorrell7,1,1000.0,reldiv,6.519241874410977e-12,1,1.0284719467163086,0,1.0,1.0
sorrell7,1,10000.0,median,6.519241874410977e-12,1,0.7474961280822754,0,1.0,1.0
sorrell7,1,10000.0,reldiv,6.519241874410977e-12,1,1.033923864364624,0,1.0,1.0
sorrell7,1,100000.0,median,6.519241874410977e-12,1,0.9842488765716553,0,1.0,1.0
sorrell7,1,100000.0,reldiv,6.519241874410977e-12,1,1.0309340953826904,0,1.0,1.0
stockholm,0,0.0,reldiv,1.884245895666354e-09,1,39.73446297645569,0,1.0,1.0
stockholm,0,0.0,relmult,1.884245895666354e-09,1,36.98597311973572,0,1.0,1.0
stockholm,1,1.0,relmult,2.4711139591274006e-08,0,601.3609631061554,4,1.0,1.0
stockholm,1,5.0,relmult,1.6918367752592955e-09,1,42.54405188560486,1,1.0,1.0
stockholm,1,10.0,relmult,2.9076154252286465e-10,1,42.55251717567444,1,1.8979414677790731,1.0
stockholm,1,50.0,relmult,1.005470870406141e-08,0,601.3387191295624,1,9.489707338895366,1.0
stockholm,1,1000.0,median,0.0008694775873862193,0,600.6337342262268,2,1000000.0,412441.3581699281
stockholm,1,1000.0,other,2.2844163597555596e-09,0,600.6455280780792,1,1.0,1.0
stockholm,1,1000.0,reldiv,4.346440668501928e-10,0,600.8962459564209,1,1.0,1.0
stockholm,1,10000.0,median,0.0008694775873862193,0,600.6416907310486,2,100000000.0,4124413.581699281
stockholm,1,10000.0,reldiv,1.4525021233861212e-09,0,600.893748998642,1,1.0,1.0
stockholm,1,100000.0,median,0.0008694775873862193,0,600.6486327648163,2,2678245415.2607427,41244135.81699281
stockholm,1,100000.0,reldiv,1.3725075625601045e-10,0,600.9038238525391,1,1.0,1.0
supportcase23,0,0.0,reldiv,4.560795259841572e-09,1,152.90113615989685,0,1.0,1.0
supportcase23,0,0.0,relmult,4.560795259841572e-09,1,146.02670788764954,0,1.0,1.0
supportcase23,1,1.0,relmult,3.7514834749637346e-06,0,601.1505761146545,2,1.0,1.0
supportcase23,1,5.0,relmult,0.006960202322927518,0,600.9203059673309,2,25.0,1.0
supportcase23,1,10.0,relmult,0.006960202322927518,0,601.4486629962921,2,100.0,1.0
supportcase23,1,50.0,relmult,0.006960202322927518,0,600.9135389328003,2,2500.0,1.0
supportcase23,1,1000.0,median,0.006960202322927518,0,600.2931773662567,2,1000000.0,1000000.0
supportcase23,1,1000.0,other,0.006960202322927518,0,600.3675270080566,2,689.3128088091705,3.7356610811352216
supportcase23,1,1000.0,reldiv,6.465607678995068e-06,0,600.9517238140106,2,1.0,1.8678305405676108
supportcase23,1,10000.0,median,0.006960202322927518,0,600.3012411594391,2,100000000.0,100000000.0
supportcase23,1,10000.0,reldiv,0.006960202322927518,0,600.9186871051788,2,1.4166027806171277,18.67830540567611
supportcase23,1,100000.0,median,0.006960202322927518,0,600.2919330596924,2,10000000000.0,3298105714.955519
supportcase23,1,100000.0,reldiv,0.006960202322927518,0,600.9495830535889,2,14.166027806171279,186.78305405676107
